expected_crop	source_type	file	resultType	gate	bestCrop	bestClass	is_real_field_photo	trigger_G5	trigger_G5b	trigger_G7a	trigger_uncertain	trigger_uncertain_gap	trigger_uncertain_second_crop	trigger_uncertain_entropy	trigger_uncertain_class_ratio	bestClassProb	bestCropTotal	secondCropTotal	otherLeaf	entropy	top1	top1_p	top2	top2_p	top3	top3_p
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.22.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9199484353105992	0.9199486414287065	1.6858354214694665e-05	0.08003450021433132	0.4025953727499429	beans_healthy	0.9199484353105992	other_leaf	0.08003450021433132	potato_healthy	1.6858313182170542e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.225.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9116526137338251	0.913108043435537	4.349576713355183e-06	0.0868876069039292	0.44312230523802737	beans_healthy	0.9116526137338251	other_leaf	0.0868876069039292	beans_rust	0.0008604538242411047
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.23.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8538748882852331	0.8558930491663448	0.0003231087394201539	0.1437838419629864	0.6188010508827875	beans_healthy	0.8538748882852331	other_leaf	0.1437838419629864	beans_rust	0.002010399854667765
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.231.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8872997891224308	0.8873016535994943	4.7188404493429057e-05	0.11265115799321573	0.5086382039772264	beans_healthy	0.8872997891224308	other_leaf	0.11265115799321573	potato_healthy	4.71877194282973e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.257.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.6860782802535347	0.6860782802535347	1.4807344889432694e-05	0.3139069123923009	0.9272766769925532	beans_healthy	0.6831965498045072	other_leaf	0.3139069123923009	beans_angular_leaf_spot	0.0020558376926981506
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.265.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.6695872891803111	0.6695872891803111	0.002097321943481418	0.32831538887321715	0.9341145843850498	beans_healthy	0.6695614439133866	other_leaf	0.32831538887321715	potato_healthy	0.002097317382741816
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.27.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8960221756862146	0.8960223387260983	5.040762707979589e-06	0.10397262050841012	0.48156265325051617	beans_healthy	0.8960221756862146	other_leaf	0.10397262050841012	potato_healthy	5.040709250909821e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.280.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9729362519973715	0.9729366928690063	3.848839491950924e-08	0.027063268639961325	0.17945460415807923	beans_healthy	0.9729362519973715	other_leaf	0.027063268639961325	beans_rust	3.8389517746600456e-07
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.283.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8260840053141918	0.8260894246087603	5.67343118087994e-06	0.17390490195719235	0.6667718084359388	beans_healthy	0.8260840053141918	other_leaf	0.17390490195719235	potato_healthy	5.672706503135185e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.288.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8220522163349727	0.8522655919650507	0.006589898533732091	0.1411445094982278	0.8320943898973937	beans_healthy	0.8220522163349727	other_leaf	0.1411445094982278	beans_rust	0.030147045488106965
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.291.jpg	healthy	G7a_crop_total_focus_rescue	beans	beans_healthy	True	False	False	True	False	False	False	False	False	0.704338732372164	0.7045607047808351	0.0005708183330628289	0.2948684768831356	0.8845954763636196	beans_healthy	0.704338732372164	other_leaf	0.2948684768831356	potato_healthy	0.0005706192022812848
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.298.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8720729311725204	0.8722253739020859	0.0008688029100382386	0.12690582318505017	0.5609358935091033	beans_healthy	0.8720729311725204	other_leaf	0.12690582318505017	potato_healthy	0.0008687625677392475
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.303.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8010389458386629	0.915848459860959	0.00155638371156538	0.0825951563797723	0.946609890212772	beans_healthy	0.8010389458386629	beans_rust	0.11183041997165898	other_leaf	0.0825951563797723
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.319.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9312065056270281	0.9312066888269865	1.2050476331161341e-05	0.06878126069395422	0.36157646614867744	beans_healthy	0.9312065056270281	other_leaf	0.06878126069395422	potato_healthy	1.2050449325472068e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.4.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8733155006680681	0.8733191659499204	5.818395578672139e-06	0.12667501565168693	0.5484301603779211	beans_healthy	0.8733155006680681	other_leaf	0.12667501565168693	potato_healthy	5.8177224278335e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.54.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8543351539967472	0.8543379630597239	8.080951276049939e-05	0.14558122742467774	0.5999246739341245	beans_healthy	0.8543351539967472	other_leaf	0.14558122742467774	potato_healthy	8.080940035926827e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.56.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9246075630816889	0.9246107931850768	4.990960196185648e-05	0.07533929721022131	0.38638345082145525	beans_healthy	0.9246075630816889	other_leaf	0.07533929721022131	potato_healthy	4.990916260192177e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.57.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9115963730161968	0.9124613077299657	0.0005016504107283323	0.08703704185653224	0.4426310640615033	beans_healthy	0.9115963730161968	other_leaf	0.08703704185653224	beans_rust	0.0008606254052062032
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.6.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9267275551233841	0.9268564314416733	8.526958722915898e-05	0.07305829896821762	0.3803756436934188	beans_healthy	0.9267275551233841	other_leaf	0.07305829896821762	beans_rust	0.0001225558232217286
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.63.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9360371508971266	0.936037164171348	1.882194879549316e-06	0.0639609536310536	0.343010502724664	beans_healthy	0.9360371508971266	other_leaf	0.0639609536310536	potato_healthy	1.8821936131894552e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.66.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9399956514012459	0.9420474932563805	0.0005874344993830284	0.05736507224150573	0.3451996573674176	beans_healthy	0.9399956514012459	other_leaf	0.05736507224150573	beans_rust	0.0020406244168296077
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.71.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8903020543873716	0.8903346612108333	0.0002687777680590155	0.10939656101755735	0.502154425404836	beans_healthy	0.8903020543873716	other_leaf	0.10939656101755735	potato_healthy	0.00026876110814508345
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.75.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8922919113972219	0.8922919997033522	3.996929145600894e-06	0.10770400336471377	0.4930305151030934	beans_healthy	0.8922919113972219	other_leaf	0.10770400336471377	potato_healthy	3.996925470108681e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.78.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8196683216558642	0.8525635177496403	0.0002401195615426943	0.14719636194935817	0.8398858266215398	beans_healthy	0.8196683216558642	other_leaf	0.14719636194935817	beans_angular_leaf_spot	0.016621595820221487
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.9.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.84428837141112	0.8443145593878725	0.000295229168176272	0.15539021144109966	0.6274133277118541	beans_healthy	0.84428837141112	other_leaf	0.15539021144109966	potato_healthy	0.00029522829038265957
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.90.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.5936856926361387	0.5936856926361387	8.406376366579484e-06	0.406305900984496	0.975051465039877	beans_healthy	0.5936626212077964	other_leaf	0.406305900984496	beans_rust	2.0187358970423924e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_train_healthy_train.94.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8063812727074651	0.809221794959729	0.0003057489851702357	0.19047245512076427	0.7344057531368471	beans_healthy	0.8063812727074651	other_leaf	0.19047245512076427	beans_rust	0.002708648478141092
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_val_healthy_val.21.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.952794503378214	0.9529868374412639	5.0926227703982704e-05	0.04696223632834274	0.27680854038400593	beans_healthy	0.952794503378214	other_leaf	0.04696223632834274	beans_rust	0.00018907844091440345
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_val_healthy_val.23.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.900952967089616	0.9009906940500633	0.0002769442783830153	0.0987323616684707	0.46920233009616813	beans_healthy	0.900952967089616	other_leaf	0.0987323616684707	potato_healthy	0.0002769382083091278
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_val_healthy_val.25.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.874829676361974	0.8748297996557712	7.548134019371469e-06	0.12516265220739695	0.5441617863723047	beans_healthy	0.874829676361974	other_leaf	0.12516265220739695	potato_healthy	7.54812564145626e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_val_healthy_val.4.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8114194536253367	0.8114313983931702	5.098549459061409e-06	0.18856350305448996	0.6987695591208605	beans_healthy	0.8114194536253367	other_leaf	0.18856350305448996	beans_angular_leaf_spot	9.679001249382256e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\bean_val_healthy_val.43.jpg	healthy	G7e_healthy_safety_focus_override	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.7576578534520282	0.7577671608691656	0.0008653598756746479	0.24136747925222554	0.8086685411067455	beans_healthy	0.7576578534520282	other_leaf	0.24136747925222554	potato_healthy	0.0008653372603559411
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105103.jpg	healthy	G7g_confident	potato	potato_healthy	True	False	False	False	False	False	False	False	False	0.822403881806691	0.8224039332701846	0.06055827922283939	0.1170377875039922	0.8394211567946084	potato_healthy	0.822403881806691	other_leaf	0.1170377875039922	beans_healthy	0.06054186790798889
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105127.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8194316650082736	0.8194953861731773	0.0008042613256762655	0.17970035249758243	0.6896012433467295	beans_healthy	0.8194316650082736	other_leaf	0.17970035249758243	potato_healthy	0.0008042101770314373
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105150.jpg	healthy	G7a_crop_total_focus_rescue	beans	beans_healthy	True	False	False	True	False	False	False	False	False	0.4206672279063613	0.4220104425160557	0.3386857356684789	0.23930376788393076	1.562390978584423	beans_healthy	0.4206672279063613	potato_healthy	0.33865005240721313	other_leaf	0.23930376788393076
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105435.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.4195925822726461	0.4195925822726461	0.19699496287324206	0.3834124548499378	1.5187961102352245	beans_healthy	0.4195202229682877	other_leaf	0.3834124548499378	potato_healthy	0.19699061061446124
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105446.jpg	healthy	G7a_crop_total_focus_rescue	beans	beans_healthy	True	False	False	True	False	False	False	False	False	0.5030404877981296	0.5031858611074652	0.25338030888403584	0.2434338300052073	1.4986236055186708	beans_healthy	0.5030404877981296	potato_healthy	0.25337707301020534	other_leaf	0.2434338300052073
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105532.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8279989913478306	0.828304200543717	0.021087596663960775	0.15060820168402944	0.7579369417457397	beans_healthy	0.8279989913478306	other_leaf	0.15060820168402944	potato_healthy	0.02108248053091334
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105817.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8963551691614896	0.8963595468890443	0.002489363395740943	0.1011510897124155	0.49745652207332863	beans_healthy	0.8963551691614896	other_leaf	0.1011510897124155	potato_healthy	0.002489314089085013
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_105957.jpg	healthy	G7g_confident	potato	potato_healthy	True	False	False	False	False	False	False	False	False	0.9773955509275021	0.9773960565441601	0.00033260842717899375	0.022271335026032093	0.15833391182124734	potato_healthy	0.9773955509275021	other_leaf	0.022271335026032093	beans_healthy	0.0003325987134011444
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110114.jpg	healthy	G7e_healthy_safety_focus_override	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.7218003671236501	0.7224105261193183	0.11707641363658257	0.16051305725434667	1.133965080735493	beans_healthy	0.7218003671236501	other_leaf	0.16051305725434667	potato_healthy	0.11690473875323334
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110243.jpg	healthy	G5_preserve_focus_crop	potato	potato_healthy	True	True	False	False	False	False	False	False	False	0.47790678060359615	0.47790678060359615	0.19460861417215525	0.32748460522095885	1.4970856999604911	potato_healthy	0.4779065797158621	other_leaf	0.32748460522095885	beans_healthy	0.19452489292375752
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110605.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8284539787672752	0.8285871662024666	0.018666141933928952	0.15274669185589657	0.7479873656456841	beans_healthy	0.8284539787672752	other_leaf	0.15274669185589657	potato_healthy	0.018662865442665322
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110623.jpg	healthy	G7a_crop_total_focus_rescue	potato	potato_healthy	True	False	False	True	False	False	False	False	False	0.6545522340910003	0.6545621073097404	0.21901478415024936	0.126423108536831	1.2574997002022599	potato_healthy	0.6545522340910003	beans_healthy	0.21900989083643163	other_leaf	0.126423108536831
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110649.jpg	healthy	G7a_crop_total_focus_rescue	beans	beans_healthy	True	False	False	True	False	False	False	False	False	0.6812829754582584	0.6812935616933098	0.2096557544618871	0.10905068384165167	1.1985857633022137	beans_healthy	0.6812829754582584	potato_healthy	0.20965411690142097	other_leaf	0.10905068384165167
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110707.jpg	healthy	G7e_healthy_safety_focus_override	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.7698082240747437	0.7698438178641086	0.03418447175914757	0.1959717103736846	0.9183657809266742	beans_healthy	0.7698082240747437	other_leaf	0.1959717103736846	potato_healthy	0.034183979457582406
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110750.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8467683486184904	0.8468856768250221	0.0347981104569495	0.11831621271509518	0.7376826206935957	beans_healthy	0.8467683486184904	other_leaf	0.11831621271509518	potato_healthy	0.03479587754761722
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110919.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8884802731711697	0.8885489742286726	0.040688972545909724	0.0707620532225434	0.6108434759140398	beans_healthy	0.8884802731711697	other_leaf	0.0707620532225434	potato_healthy	0.04068882728844955
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110920.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9053562588041602	0.9054380615355884	0.031688705477475806	0.06287323298409724	0.5397399452080082	beans_healthy	0.9053562588041602	other_leaf	0.06287323298409724	potato_healthy	0.03168863692589175
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_20260308_110937.jpg	healthy	G7a_crop_total_focus_rescue	beans	beans_healthy	True	False	False	True	False	False	False	False	False	0.6801245729342994	0.6801445871965224	0.10780177573297134	0.21205363705908634	1.1996596219045104	beans_healthy	0.6801245729342994	other_leaf	0.21205363705908634	potato_healthy	0.10778757173776474
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\beans_health_9.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9090667536104438	0.9090678261169576	2.36901378480835e-05	0.09090848374242982	0.43991301104692093	beans_healthy	0.9090667536104438	other_leaf	0.09090848374242982	potato_healthy	2.3689997816628483e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.0.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9116201106663961	0.9217479661108287	0.0005574042172156655	0.07769462937767634	0.48633467927997476	beans_healthy	0.9116201106663961	other_leaf	0.07769462937767634	beans_rust	0.008996930856605414
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.11.jpg	healthy	G7a_crop_total_focus_rescue	beans	beans_healthy	True	False	False	True	False	False	False	False	False	0.7019547592820096	0.7020543044391665	0.002496860570702231	0.2954488349871535	0.9009995469358794	beans_healthy	0.7019547592820096	other_leaf	0.2954488349871535	potato_healthy	0.0024968410895203617
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.21.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.6918911538387363	0.6918911538387363	0.0011909724114625543	0.3069178737468272	0.9022582687640082	beans_healthy	0.691890287704657	other_leaf	0.3069178737468272	potato_healthy	0.0011909475657791684
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.22.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8590454222955359	0.859134185596056	2.4754308983210197e-05	0.14084106009212696	0.588236131646222	beans_healthy	0.8590454222955359	other_leaf	0.14084106009212696	beans_rust	5.288024426858856e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.28.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.6474866642669659	0.6474866642669659	0.00017492265204359136	0.3523384130768112	1.0190404183795985	beans_healthy	0.6365671903575851	other_leaf	0.3523384130768112	beans_rust	0.01084545017633738
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.33.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8943110437604622	0.8943141099794804	4.0448594455464415e-06	0.10568184515828793	0.4868912725104771	beans_healthy	0.8943110437604622	other_leaf	0.10568184515828793	potato_healthy	4.044303796107432e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\test_healthy_healthy_test.40.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8938565292791261	0.8940211754936488	0.0005533899935127705	0.10542543450990348	0.49498621467555887	beans_healthy	0.8938565292791261	other_leaf	0.10542543450990348	potato_healthy	0.0005532900819327196
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.101.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8333776441586475	0.834355341486097	0.0009495832027634065	0.1646950752943775	0.6678660080309733	beans_healthy	0.8333776441586475	other_leaf	0.1646950752943775	potato_healthy	0.0009472968669157842
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.11.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8709509000104441	0.8709523820292874	2.0383668587759413e-05	0.1290272342993076	0.5551380820886729	beans_healthy	0.8709509000104441	other_leaf	0.1290272342993076	potato_healthy	2.038363971970443e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.110.jpg	healthy	G7e_healthy_safety_focus_override	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.7620199311397399	0.7620714006817099	0.0004068267050064363	0.23752177247790232	0.7967018720031216	beans_healthy	0.7620199311397399	other_leaf	0.23752177247790232	potato_healthy	0.00040631533118924755
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.119.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.49002874002701935	0.49002874002701935	0.00014589798197730584	0.5098252867309703	1.028235899626483	other_leaf	0.5098252867309703	beans_healthy	0.487336473355439	beans_rust	0.0017616473122537835
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.121.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8867844527277228	0.8867844583260898	2.0336868944019803e-07	0.11321533830242488	0.5095438326815143	beans_healthy	0.8867844527277228	other_leaf	0.11321533830242488	potato_healthy	2.0336799038405929e-07
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.129.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.946147358459271	0.9486413349453212	9.525552964769167e-05	0.05126340952231467	0.31831839869009343	beans_healthy	0.946147358459271	other_leaf	0.05126340952231467	beans_rust	0.0024683888795237518
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.134.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9238966015752481	0.9239032136662663	8.59939959149981e-06	0.07608818693140164	0.3885248978717829	beans_healthy	0.9238966015752481	other_leaf	0.07608818693140164	potato_healthy	8.598720542215725e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.137.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8183568703697868	0.8193226721381222	0.007999135250857504	0.1726781891115906	0.739788691257039	beans_healthy	0.8183568703697868	other_leaf	0.1726781891115906	potato_healthy	0.007996870739017697
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.145.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9252736440498194	0.9252954256667247	2.4320647877380522e-05	0.07468025368265849	0.38394149538490396	beans_healthy	0.9252736440498194	other_leaf	0.07468025368265849	potato_healthy	2.4319585474275542e-05
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.150.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9004840484293136	0.9004843033332048	5.657093614202584e-07	0.09951513095465683	0.467475377454073	beans_healthy	0.9004840484293136	other_leaf	0.09951513095465683	potato_healthy	5.657028919195277e-07
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.158.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.9494057336520365	0.9494112387044089	7.200630039424398e-07	0.0505880412298941	0.2890143987115961	beans_healthy	0.9494057336520365	other_leaf	0.0505880412298941	beans_rust	3.3769601215491095e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.167.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8043099317768512	0.8051756957905446	0.001129709691793772	0.19369459451048482	0.731536555598922	beans_healthy	0.8043099317768512	other_leaf	0.19369459451048482	potato_healthy	0.0011282735430044916
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.174.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.678934409377292	0.678934409377292	0.008039023808985668	0.31302656677652274	1.290531065402186	beans_healthy	0.60842523712367	other_leaf	0.31302656677652274	beans_rust	0.07003252659712039
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.181.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.8871686173382507	0.8873290787976328	1.0699323340640197e-05	0.11266022186440652	0.5103775095126387	beans_healthy	0.8871686173382507	other_leaf	0.11266022186440652	beans_rust	0.0001453183666591578
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.190.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.5886495550617967	0.5886495550617967	0.002113406609881501	0.4092370383237826	1.4424826364718861	beans_healthy	0.4601009168436872	other_leaf	0.4092370383237826	beans_rust	0.12851636642737485
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.200.jpg	healthy	G7g_confident	beans	beans_healthy	True	False	False	False	False	False	False	False	False	0.897627741561213	0.8976303340794822	7.2640662544069e-07	0.10236893951111137	0.4765300158326604	beans_healthy	0.897627741561213	other_leaf	0.10236893951111137	beans_angular_leaf_spot	1.5804267480178448e-06
beans	raw_photo-like	datasets\holdout_farmer_style\beans_healthy\train_healthy_healthy_train.206.jpg	healthy	G5_preserve_focus_crop	beans	beans_healthy	True	True	False	False	False	False	False	False	False	0.5885554828642823	0.5885554828642823	0.0014004095797586276	0.4100441075529473	0.9908478747552518	beans_healthy	0.5885503624370546	other_leaf	0.4100441075529473	potato_healthy	0.0014003649305315933
